,author,count
2228,miller c.,1
2229,watanabe r.a.,1
2230,yañez o.,1
2231,de lima t.,1
2232,guarneros-nolasco l.r.,1
2233,navarro-santos p.,1
2234,mulia-rodríguez j.,1
2235,rodríguez-romero f.,1
2236,lópez-rendón r.,1
2237,urzua reyes m.d.,1
2238,gomez urzua j.a.,1
2239,de la re davila b.o.,1
2240,báez-grez r.,1
2241,de andrade a.a.,1
2242,inostroza d.,1
2243,pino-rios r.,1
2244,rabanal-león w.a.,1
2245,contreras-garcía j.,1
2246,cardenas c.,1
2247,tiznado w.,1
2248,trinca c.c.,1
2249,junior r.p.,1
2250,interlando j.c.,1
2251,lópez r. j.m.,1
2252,samperio e.h.,1
2253,gonzález-arciniegas c.,1
2254,battistelli e.s.,1
2255,larin s.,1
2256,de souza r.m.,1
2257,ribeiro m.c.c.,1
2258,lyulin s.,1
2259,karttunen m.,1
2260,jauja-ccana v.r.,1
2261,córdova huamán a.v.,1
2262,feliciano g.t.,1
2263,la rosa-toro gómez a.,1
2264,dalessandro g.,1
2265,dobrovskiy a.,1
2266,hoang t.d.,1
2267,mousset l.,1
2268,osullivan c.,1
2269,prele d.,1
2270,stankowiak g.,1
2271,thermeau j.-p.,1
2272,alberro j.g.,1
2273,almela a.,1
2274,arnaldi l.h.,1
2275,silber s.a.,1
2276,melnikova s.,1
2277,nussenzveig p.,1
2278,de souza r.,1
2279,martinelli m.,1
2280,pfister o.,1
2281,septien-hernandez j.-a.,1
2282,arellano-vazquez m.,1
2283,contreras-cruz m.a.,1
2284,ramirez-paredes j.-p.,1
2285,dias m.a.,1
2286,albino a.,1
2287,pires o.,1
2288,santos p.,1
2289,glova a.,1
2290,neto a.,1
2291,nascimento e.,1
2292,tolmachev d.,1
2293,lukasheva n.,1
2294,ramazanov r.,1
2295,nazarychev v.,1
2296,borzdun n.,1
2297,volgin i.,1
2298,andreeva m.,1
2299,leal d.,1
2300,torres w.,1
2301,gerardo ayala bertel l.,1
2302,guarda t.,1
2303,chowdhury f.t.,1
2304,smith l.d.,1
2305,alvarez p.,1
2306,sandeep s.,1
2307,aiello c.,1
2308,gonzález d.,1
2309,macaya l.,1
2310,vöhringer-martinez e.,1
2311,silva g.m.,1
2312,borges r.s.,1
2313,santos k.l.b.,1
2314,federico l.b.,1
2315,francischini i.a.g.,1
2316,gomes s.q.,1
2317,barcelos m.p.,1
2318,silva r.c.,1
2319,silva c.h.t.p.,1
2320,de oliveira n.m.,1
2321,de albuquerque l.p.,1
2322,pires o.m.,1
2323,marchi j.,1
2324,brokowski t.j.,1
2325,dos santos r.p.,1
2326,witte f.,1
2327,ekins s.,1
2328,mohanty s.,1
2329,maldonado-romo a.,1
2330,yeh l.,1
2331,batra k.,1
2332,zorn k.m.,1
2333,foil d.h.,1
2334,minerali e.,1
2335,gawriljuk v.o.,1
2336,lane t.r.,1
2337,curutchet c.,1
2338,swan m.,1
2339,luque f.j.,1
2340,alcântara m.s.d.s.,1
2341,dias t.,1
2342,melo s.d.b.,1
2343,lopez k.,1
2344,quiroga d.,1
2345,date p.,1
2346,pooser r.,1
2347,zhao s.,1
2348,leite v.b.p.,1
2349,da rosa e.c.r.,1
2350,losada m.,1
2351,shakerzadeh e.,1
2352,althubiti s.a.,1
2353,escorcia-gutierrez j.,1
2354,gamarra m.,1
2355,soto-diaz r.,1
2356,mansour r.f.,1
2357,alenezi f.,1
2358,kravchenko v.v.,1
2359,torba s.m.,1
2360,parsa h.,1
2361,nonaka m.,1
2362,poletti d.,1
2363,kovalsky m.,1
2364,agüero m.,1
2365,hnilo a.,1
2366,de jesus j.p.a.,1
2367,jimenez m.z.,1
2368,la porta f.d.a.,1
2369,astrizi t.l.,1
2370,baheri b.,1
2371,guan q.,1
2372,landi g.t.,1
2373,casagrande h.p.,1
2374,gonzalez-raya t.,1
2375,lechuga-gutierres l.,1
2376,asensio-perea r.,1
2377,céleri l.c.,1
2378,lougovski p.,1
2379,dumitrescu e.f.,1
2380,petromichelakis i.,1
2381,bosse r.m.,1
2382,kougioumtzoglou i.a.,1
2383,beck a.t.,1
2384,altamirano-escobedo g.,1
2385,lisarraga-rodriguez j.,1
2386,dos santos f.e.a.,1
2387,costa m.h.j.,1
2388,dias e.d.m.,1
2389,ramos-guzmán c.a.,1
2390,velázquez-libera j.l.,1
2391,ruiz-pernía j.j.,1
2392,tuñón i.,1
2393,madeira l.,1
2394,garcía-orozco a.d.,1
2395,moreno-armijos m.a.,1
2396,okey o.d.,1
2397,gierschner j.,1
2398,milián-medina b.,1
2399,innocenti l.,1
2400,alvarado barrios g.,1
2401,albarrán-arriagada f.,1
2402,perez-sansalvador j.c.,1
2403,ipinloju n.,1
2404,ibrahim a.,1
2405,da costa r.a.,1
2406,adigun t.b.,1
2407,olubode s.o.,1
2408,abayomi k.j.,1
2409,aiyelabegan a.o.,1
2410,esan t.o.,1
2411,muhammad s.a.,1
2412,oyeneyin o.e.,1
2413,chanana a.,1
2414,song j.,1
2415,melo e.g.,1
2416,haws c.,1
2417,sapienza l.,1
2418,song j.-d.,1
2419,srinivasan k.,1
2420,davanco m.,1
2421,tang j.-l.,1
2422,herrera-valencia e.e.,1
2423,vichi-ramírez m.m.,1
2424,pollachini g.g.,1
2425,paternostro m.,1
2426,fernández espinosa p.f.,1
2427,cruz á.b.,1
2428,de brito l.g.,1
2429,leal p.v.b.,1
2430,dos santos ramos w.t.,1
2431,carlos g.,1
2432,hussain a.,1
2433,góes c.b.d.,1
2434,salazar j.p.l.c.,1
2435,villar p.i.,1
2436,cuenca r.g.,1
2437,mayosky m.,1
2438,veiga a.,1
2439,canal c.g.,1
2440,fanchiotti h.,1
2441,enríquez m.,1
2442,del grosso n.f.,1
2443,lombardo f.c.,1
2444,mazzitelli f.d.,1
2445,dos santos n.s.s.,1
2446,fonseca s.,1
2447,almeida f.f.,1
2448,semelak j.a.,1
2449,majumdar s.,1
2450,khan i.a.,1
2451,brizola e.m.,1
2452,"soares w.s., jr.",1
2453,copatti d.f.,1
2454,ripper p.,1
2455,amaral g.,1
2456,temporão g.,1
2457,giron a.a.,1
2458,navaux p.o.a.,1
2459,mendes nadal j.,1
2460,lorenzon a.f.,1
2461,serpa m.s.,1
2462,yadav s.p.,1
2463,yadav v.,1
2464,al-turjman f.,1
2465,kumar s.a.,1
2466,souza l.c.a.,1
2467,abreu r.v.a.,1
2468,guerreiro m.c.,1
2469,manfron j.,1
2470,novatski a.,1
2471,belo e.,1
2472,de almeida n.g.,1
2473,siqueira m.,1
2474,dos santos niculau e.,1
2475,silva s.,1
2476,santos d.a.,1
2477,andrade-filho t.,1
2478,gester r.,1
2479,cunha a.r.,1
2480,de assis r.j.,1
2481,diniz c.m.,1
2482,villas-bôas c.j.,1
2483,lara l.s.d.,1
2484,mangla c.,1
2485,rani s.,1
2486,faseeh qureshi n.m.,1
2487,farago p.v.,1
2488,camargo g.d.a.,1
2489,mendes m.b.,1
2490,semianko b.c.,1
2491,camilo junior a.,1
2492,dias d.t.,1
2493,ferraro a.,1
2494,giordani t.,1
2495,oliveira e.f.,1
2496,rodari g.,1
2497,abinader f.m.,1
2498,rosolem j.b.,1
2499,riveros l.g.m.,1
2500,martins l.,1
2501,lima g.c.,1
2502,valdez f.,1
2503,melin p.,1
2504,friedrich l.,1
2505,larocca m.,1
2506,ju n.,1
2507,garcía-martín d.,1
2508,coles p.j.,1
2509,cerezo m.,1
2510,bağcı a.,1
2511,aucar g.a.,1
2512,farooq s.,1
2513,altaf a.,1
2514,iqbal f.,1
2515,thompson e.b.,1
2516,vargas d.l.r.,1
2517,díez i.t.,1
2518,maciel j.a.s.,1
2519,sutili t.,1
2520,figueiredo r.c.,1
2521,pescador-rojas m.,1
2522,srinivasu p.n.,1
2523,ijaz m.f.,1
2524,woźniak m.,1
2525,silva j.f.,1
2526,albuquerque a.r.,1
2527,maia a.s.,1
2528,rangel-peña u.j.,1
2529,zárate-hernández l.a.,1
2530,gonzález-montiel s.,1
2531,meneses-viveros a.,1
2532,capece l.,1
2533,rodrigues j.l.,1
2534,ligorio r.f.,1
2535,krawczuk a.,1
2536,diniz r.,1
2537,dos santos l.h.r.,1
2538,alcázar j.j.,1
2539,misad saide a.c.,1
2540,campodónico p.r.,1
2541,clemente c.m.,1
2542,ashraf i.,1
2543,blank c.,1
2544,álvarez j.r.,1
2545,sainz n.,1
2546,junqueira g.m.a.,1
2547,ballester m.y.,1
2548,nascimento m.a.c.,1
2549,jiang t.,1
2550,wei x.-y.,1
2551,wang d.-s.,1
2552,yuan j.-y.,1
2553,sepúlveda p.,1
2554,muga i.,1
2555,rojas r.g.,1
2556,kimani n.m.,1
2557,silva-garcía v.m.,1
2558,flores-carapia r.,1
2559,cardona-lópez m.a.,1
2560,villarreal-cervantes m.g.,1
2561,salmeron j.l.,1
2562,fernández-palop i.,1
2563,suprano a.,1
2564,polino e.,1
2565,zia d.,1
2566,ramos r.s.,1
2567,campos j.m.,1
2568,silva a.m.,1
2569,vera c.j.,1
2570,valencia a.,1
2571,guerrero g.e.s.,1
2572,viera-gonzález p.m.,1
2573,návrat a.,1
2574,vašík p.,1
2575,eryganov i.,1
2576,batista c.a.,1
2577,reyna-luna j.,1
2578,soriano-agueda l.,1
2579,franco-pérez m.,1
2580,cruz j.n.,1
2581,guerrer g.,1
2582,miller a.,1
2583,christensen r.b.,1
2584,ruano d.,1
2585,bastos r.s.,1
2586,de lima l.r.,1
2587,neto m.f.a.,1
2588,maryam,1
2589,yousaf n.,1
2590,oliveira j.e.,1
2591,granda arango a.c.,1
2592,cardoso-isidoro c.,1
2593,camarillo-salazar e.,1
2594,nauman a.,1
2595,juneja s.,1
2596,dhiman g.,1
2597,viriyasitavat w.,1
2598,hamid y.,1
2599,anajemba j.h.,1
2600,marquezino f.,1
2601,oliveira a.,1
2602,montañez-barrera j.a.,1
2603,holladay r.t.,1
2604,beretta g.p.,1
2605,von spakovsky m.r.,1
2606,feitosa l.f.,1
2607,campos r.b.,1
2608,richter w.e.,1
2609,soto-alvarez j.a.,1
2610,hernandez-aguirre a.,1
2611,hernandez-gonzalez m.a.,1
2612,lopez-montero l.m.,1
2613,leal r.c.,1
2614,marinho y.b.d.,1
2615,singamaneni k.k.,1
2616,gonzález e.,1
2617,piceno j.a.,1
2618,jarschel p.f.,1
2619,obayya m.,1
2620,hilal a.m.,1
2621,payares e.,1
2622,olvera c.,1
2623,"de faria a.c.a., jr.",1
2624,tomazio n.b.,1
2625,fujii l.,1
2626,trinchão l.o.,1
2627,gonçalves e.s.,1
2628,santos f.g.s.,1
2629,calderan f.v.,1
2630,barbosa f.a.,1
2631,wiederhecker g.s.,1
2632,de souza barbosa a.,1
2633,vargas-calderón v.,1
2634,vinck-posada h.,1
2635,tracy d.a.,1
2636,shrivas m.k.,1
2637,bhansali a.,1
2638,pinheiro g.a.,1
2639,de andrade m.a.m.,1
2640,da luz sousa i.,1
2641,domingues junior j.s.,1
2642,martinez-mayorga k.,1
2643,agrafiotis d.k.,1
2644,lee p.,1
2645,kuhn l.a.,1
2646,goodwin j.t.,1
2647,holloway m.k.,1
2648,doman t.n.,1
2649,walters w.p.,1
2650,schreyer s.,1
2651,medina-franco j.l.,1
2652,restifo l.l.,1
2653,howe w.j.,1
2654,winkler l.,1
2655,müller k.-r.,1
2656,sauceda h.e.,1
2657,rezende s.m.,1
2658,unogwu o.j.,1
2659,mijwil m.m.,1
2660,sánchez-adame m.,1
2661,padula d.,1
2662,roldao j.c.,1
2663,johnson m.a.,1
2664,petke j.d.,1
2665,junior l.s.d.r.,1
2666,varela j.d.j.g.,1
2667,marques f.d.s.,1
2668,gaviria i.d.m.,1
2669,brandão i.,1
2670,tandeitnik d.,1
2671,guerreiro t.,1
2672,dos santos a.m.,1
2673,oliveira a.r.s.,1
2674,da costa c.h.s.,1
2675,kenny p.w.,1
2676,linares-flores c.,1
2677,christoffersen r.e.,1
2678,rojas-poblete m.,1
2679,guajardo-maturana r.,1
2680,velasquez l.,1
2681,schott e.,1
2682,figlioli donato m.h.,1
2683,muniz s.r.,1
2684,caceres villena r.,1
2685,shanmugasundaram v.,1
2686,bajorath j.,1
2687,al-wesabi f.n.,1
2688,canesche m.,1
2689,couperus leal s.t.,1
2690,bastida a.,1
2691,white a.,1
2692,gibson t.r.,1
2693,makhov d.v.,1
2694,shalashilin d.v.,1
2695,fedik n.,1
2696,kulichenko m.,1
2697,messerly r.,1
2698,mohanam l.n.,1
2699,sharifzadeh s.,1
2700,seredin p.,1
2701,negrin-yuvero h.,1
2702,goloshchapov d.,1
2703,buylov n.,1
2704,kashkarov v.,1
2705,shikhaliev k.,1
2706,potapov a.,1
2707,ippolitov y.,1
2708,kartsev v.,1
2709,kuyumchyan s.,1
2710,de oliveira freitas r.,1
2711,pérez-castillo r.,1
2712,li x.,1
2713,sinesio w.w.t.,1
2714,marzo a.,1
2715,garcia-diaz r.,1
2716,romero de la cruz m.t.,1
2717,avila-alvarado y.,1
2718,fernandez-escamilla h.n.,1
2719,guerrero-sanchez j.,1
2720,hernández cocoletzi g.,1
2721,revollo h.,1
2722,ferrada p.,1
2723,martin p.,1
2724,del campo v.,1
2725,malone w.,1
2726,lauand p.,1
2727,pollyceno l.,1
2728,german a.,1
2729,pias m.,1
2730,xiang q.,1
2731,dinani h.t.,1
2732,tancara d.,1
2733,norambuena a.,1
2734,coto r.,1
2735,de paula m.v.s.,1
2736,dodonov a.v.,1
2737,azevedo s.a.,1
2738,lucca g.,1
2739,mak m.k.,1
2740,domino k.,1
2741,koniorczyk m.,1
2742,krawiec k.,1
2743,jałowiecki k.,1
2744,gardas b.,1
2745,santos h.,1
2746,cruz a.,1
2747,xavier-de-souza s.,1
2748,moura b.,1
2749,harko t.,1
2750,lourenço a.c.m.,1
2751,santin l.g.,1
2752,fajemiroye j.o.,1
2753,oliveira s.s.,1
2754,araujo i.f.,1
2755,oliveira w.r.,1
2756,petruccione f.,1
2757,laranjeira j.a.s.,1
2758,martins n.f.,1
2759,lake m.j.,1
2760,barra j.f.,1
2761,liang r.n.,1
2762,de oliveira r.b.,1
2763,anacleto e.a.j.,1
2764,meneses c.n.,1
2765,gejea a.m.,1
2766,mayakannan s.,1
2767,palacios r.m.,1
2768,hamad a.a.,1
2769,sundaram b.,1
2770,alghamdi w.,1
2771,martins l.c.,1
2772,aguayo-alvarado a.l.,1
2773,cortés-vega j.,1
2774,domínguez-serna f.a.,1
2775,de la cruz w.,1
2776,garay-palmett k.,1
2777,galvão e.f.,1
2778,de jesus g.c.c.,1
2779,costa c.v.s.,1
2780,de macedo l.g.m.,1
2781,de oliveira neto p.h.,1
2782,li n.,1
2783,azzoni s.,1
2784,belier b.,1
2785,bau a.,1
2786,lekitsch b.,1
2787,márquez damián j.i.,1
2788,acosta j.f.,1
2789,andaluz v.h.,1
2790,naranjo m.x.,1
2791,molina j.i.,1
2792,santana a.g.,1
2793,topa a.o.,1
2794,erazo g.,1
2795,villegas i.,1
2796,lopes j.h.,1
2797,soares w.c.,1
2798,caetano d.p.,1
2799,viggianiello n.,1
2800,flamini f.,1
2801,elwahsh h.,1
2802,piran m.j.,1
2803,bashir a.k.,1
2804,song o.-y.,1
2805,uhlig c.v.h.b.,1
2806,lencses m.,1
2807,schleder g.r.,1
2808,klinkby e.,1
2809,kittelmann t.,1
2810,cai x.-x.,1
2811,saint-jalmes a.,1
2812,hilder j.,1
2813,pijn d.,1
2814,schmiegelow c.,1
2815,bermudez a.,1
2816,müller m.,1
2817,schmidt-kaler f.,1
2818,poschinger u.,1
2819,garnier l.,1
2820,castro-beltran r.,1
2821,lhermite h.,1
2822,sansores l.e.,1
2823,fameau a.-l.,1
2824,vié v.,1
2825,gicquel e.,1
2826,cormerais h.,1
2827,bêche b.,1
2828,collange c.,1
2829,bohórquez h.j.,1
2830,celaya c.a.,1
2831,salcedo r.,1
2832,padilha a.c.m.,1
2833,reily rocha a.,1
2834,dalpian g.m.,1
2835,romero g.,1
2836,lara p.c.d.s.,1
2837,henriques f.d.r.,1
2838,menchón s.a.,1
2839,kappen h.j.,1
2840,buenano h.,1
2841,guachimbosa v.h.,1
2842,ruiz j.,1
2843,salazar mera j.,1
2844,sanchez guerrero j.,1
2845,lamata l.,1
2846,bhattacharyya s.,1
2847,fre g.l.,1
2848,spadoti d.h.,1
2849,beltran-mejia f.,1
2850,b. r.,1
2851,druzgalski c.,1
2852,mayorga p.,1
2853,yalçınkaya i.,1
2854,çakmak b.,1
2855,karpat g.,1
2856,dornelles m.d.f.,1
2857,aggarwal v.,1
2858,fazzio a.,1
2859,ruiz-trejo c.,1
2860,garcía-ruiz k.m.,1
2861,marmolejo-valencia a.f.,1
2862,gonzález-navejas a.,1
2863,dominguez l.,1
2864,amador-bedolla c.,1
2865,lnpez-l o.,1
2866,gutierrez-d e.a.,1
2867,de la hidalga-wade f.j.,1
2868,brandan m.-e.,1
2869,cansino n.,1
2870,sahni s.,1
2871,cruz hernández j.-c.,1
2872,moreno-ramírez a.,1
2873,rodriguez-lópez j.a.,1
2874,lópez-pineda e.,1
2875,gómez-zepeda m.,1
2876,chevalier m.,1
2877,gorostiaga f.,1
2878,danielsson l.m.,1
2879,sánchez c.,1
2880,stahl a.,1
2881,kaushal v.,1
2882,delgado j.a.,1
2883,nakano-miyatake m.,1
2884,lin r.,1
2885,udalcovs a.,1
2886,ozolins o.,1
2887,pang x.,1
2888,gan l.,1
2889,tang m.,1
2890,fu s.,1
2891,popov s.,1
2892,silva t.f.d.,1
2893,chen j.,1
2894,saire j.e.c.,1
2895,cruz j.c.,1
2896,hernández-esparza r.,1
2897,vázquez-mayagoitia á.,1
2898,vargas r.,1
2899,garza j.,1
2900,gonzález-alemán r.,1
2901,hernández-castillo d.,1
2902,caballero j.,1
2903,montero-cabrera l.a.,1
2904,pozzobom m.b.,1
2905,guerra j.c.o.,1
2906,de andrade p.c.p.,1
2907,zhao w.,1
2908,baca-montero e.r.,1
2909,de oliveira m.v.,1
2910,mendizábal e.,1
2911,garcía i.,1
2912,alfonso a.,1
2913,poh p.,1
2914,van griensven m.,1
2915,balmayor e.r.,1
2916,domínguez m.,1
2917,denis-alpizar o.,1
2918,shulika o.v.,1
2919,jukan a.,1
2920,kuznetsov a.,1
2921,brumnik d.r.,1
2922,kalashnikov p.v.,1
2923,kavun p.s.,1
2924,bosyk g.m.,1
2925,fernández e.g.,1
2926,morales-luna g.,1
2927,sagols f.,1
2928,cao c.,1
2929,acevedo-rueda p.,1
2930,camacho-parra c.,1
2931,osma-pinto g.,1
2932,veríssimo g.c.,1
2933,renes j.m.,1
2934,renner r.,1
2935,consuelo-leal a.,1
2936,araujo-ferreira a.g.,1
2937,lucas-oliveira e.,1
2938,bonagamba t.j.,1
2939,obando p.c.,1
2940,paula f.m.,1
2941,reis p.r.,1
2942,menezes dutra e.f.,1
2943,jiménez-pérez v.m.,1
2944,teotonio dias a.l.,1
2945,de oliveira fernandes p.,1
2946,kronenberger t.,1
2947,gomes m.a.,1
2948,maltarollo v.g.,1
2949,de abiega-l'eglisse a.f.,1
2950,delgado-vargas k.a.,1
2951,valencia-rodriguez f.q.,1
2952,gonzalez-quiroga v.g.,1
2953,lacerda f.g.,1
2954,sánchez m.,1
2955,rodriguez-velasquez r.,1
2956,odele o.d.,1
2957,rodas j.m.,1
2958,galindo j.f.,1
2959,gomes e.o.,1
2960,motta f.v.,1
2961,bomio m.r.d.,1
2962,andres j.,1
2963,imany p.,1
2964,alshaykh m.s.,1
2965,lukens j.m.,1
2966,moore a.j.,1
2967,saucedo-yañez a.,1
2968,leaird d.e.,1
2969,qi m.,1
2970,weiner a.m.,1
2971,cominetti e.l.,1
2972,simplicio m.a.,1
2973,ibarra-rodríguez m.,1
2974,muñoz-flores b.m.,1
2975,chan-navarro r.,1
2976,waksman n.,1
2977,maulén b.,1
2978,echeverri a.,1
2979,gómez t.,1
2980,fuentealba p.,1
2981,suarez f.,1
2982,tristram m.,1
2983,truongcanh v.,1
2984,vanneste s.,1
2985,viganò d.,1
2986,watson b.,1
2987,kobayashi h.,1
2988,kobayashi y.,1
2989,kasai t.,1
2990,aranha d.f.,1
2991,nogueira m.,1
2992,wangham m.,1
2993,wu m.,1
2994,liu j.,1
2995,costa p.c.s.,1
2996,de melo f.,1
2997,viana f.h.f.,1
2998,arguëlles j.a.,1
2999,distrito i.,1
3000,de bianchi m.s.,1
3001,cherednichenko k.d.,1
3002,scóccola c.g.,1
3003,perdereau o.,1
3004,olivieri e.,1
3005,gonzález m.,1
3006,coppi g.,1
3007,couchot f.,1
3008,d'agostino r.,1
3009,d'alessandro g.,1
3010,di donato a.,1
3011,garcía b.,1
3012,garrido x.,1
3013,gault a.,1
3014,giraud-héraud y.,1
3015,guerrard e.,1
3016,o'sullivan c.,1
3017,haynes v.,1
3018,korotkov a.,1
3019,lowitz a.,1
3020,lukovic v.,1
3021,luterstein r.,1
3022,may a.j.,1
3023,mcculloch m.a.,1
3024,medina m.c.,1
3025,melhuish s.,1
3026,kiselev a.v.,1
3027,silva l.o.,1
3028,boyd j.p.,1
3029,gutiérrez l.,1
3030,grossi g.,1
3031,polteva n.a.,1
3032,paredes-madrid l.,1
3033,fonseca j.,1
3034,matute a.,1
3035,velásquez e.i.g.,1
3036,palacio c.a.,1
3037,vettorazzi m.,1
3038,menéndez c.,1
3039,andujar s.,1
3040,albernaz a.f.,1
3041,appignanesi g.,1
3042,enriz r.d.,1
3043,carrillo-betancourt r.a.,1
3044,islas-sánchez s.r.,1
3045,matatagui d.,1
3046,gutierrez-herrera e.,1
3047,agostini l.,1
3048,feitosa s.,1
3049,dubois a.,1
3050,faginas-lago n.,1
3051,barreto p.r.p.,1
3052,amore p.,1
3053,casassa s.,1
3054,fernández f.m.,1
3055,martínez g.,1
3056,dovesi r.,1
3057,erba a.,1
3058,orlando r.,1
3059,zicovich-wilson c.m.,1
3060,civalleri b.,1
3061,maschio l.,1
3062,rérat m.,1
3063,baima j.,1
3064,collange s.,1
3065,salustro s.,1
3066,kirtman b.,1
3067,avelino w.,1
3068,marques b.l.,1
3069,fonseca l.,1
3070,ohlberg d.a.a.,1
3071,medeiros-ribeiro g.,1
3072,silva a.f.,1
3073,popelier p.l.a.,1
3074,buzzelli a.,1
3075,bréelle e.,1
3076,bordier g.,1
3077,berger r.j.f.,1
3078,zhu c.,1
3079,wang y.,1
3080,mao x.,1
3081,luo y.,1
3082,maciel r.f.,1
3083,bayerl p.s.,1
3084,kerr pinheiro m.m.,1
3085,savasci g.,1
3086,borges-martínez m.,1
3087,ochsenfeld c.,1
3088,sirakoulis g.c.,1
3089,alves y.,1
3090,tellez c.,1
3091,teixeira gomes j.v.,1
3092,cherem peixoto da silva a.,1
3093,lamim bello m.,1
3094,rangel rodrigues c.,1
3095,aloise maneira corrêa santos b.,1
3096,valenzuela d.,1
3097,mena f.p.,1
3098,yuan s.,1
3099,vourkas i.,1
3100,perez-leija a.,1
3101,montiel ross o.h.,1
3102,cárdenas c.,1
3103,glowinski r.,1
3104,juárez h.,1
3105,braiman y.,1
3106,raymundo marcial-romero j.,1
3107,antonio hernández-servín j.,1
3108,nascimento m.,1
3109,de avila a.,1
3110,feitosa s.d.s.,1
3111,bardet m.,1
3112,avila m.a.,1
3113,bros m.,1
3114,gaborit p.,1
3115,diaz-caro a.,1
3116,guillermo m.,1
3117,miquel a.,1
3118,cunha r.a.f.,1
3119,sharma n.,1
3120,toffano z.,1
3121,dubois f.,1
3122,baselmans j.,1
3123,u’ren a.b.,1
3124,bleurvacq n.,1
3125,hoang d.t.,1
3126,limão de oliveira r.c.,1
3127,aquino-torres e.,1
3128,cordero-pensado v.,1
3129,alvarado-rodríguez j.g.,1
3130,thangarasu p.,1
3131,hendy a.s.,1
3132,de staelen r.h.,1
3133,salatino m.,1
3134,bélier b.,1
3135,maestre s.,1
3136,damasceno r.l.c.,1
3137,prêle d.,1
3138,thermeau j.p.,1
3139,henrot-versillé s.,1
3140,barbarán g.,1
3141,battaglia p.,1
3142,battistelli e.,1
3143,baù a.,1
3144,bergé l.,1
3145,bernard j.-p.,1
3146,de oliveira g.l.,1
3147,do nascimento j.c.,1
3148,busch k.,1
3149,mateos h.,1
3150,lita a.e.,1
3151,nam s.w.,1
3152,mirin r.p.,1
3153,gerrits t.,1
3154,arana-daniel n.,1
3155,alcalde bessia f.,1
3156,pérez m.,1
3157,lipovetzky j.,1
3158,piunno n.a.,1
3159,sidelnik i.,1
3160,sabry a.,1
3161,blostein j.j.,1
3162,sofo haro m.,1
3163,nava j.j.g.,1
3164,sandoval e.l.,1
3165,samana a.r.,1
3166,ambrosio p.e.,1
3167,dominguez d.s.,1
3168,de gennaro r.,1
3169,liyanage l.,1
3170,ribeiro a.a.,1
3171,morejón l.,1
3172,berge l.,1
3173,chang s.y.,1
3174,gomes a.,1
3175,macieira r.,1
3176,silva e.,1
3177,soares s.,1
3178,arantes p.r.,1
3179,pedebos c.,1
3180,polêto m.d.,1
3181,pol-fachin l.,1
3182,chávez m.a.l.,1
3183,henríquez f.r.,1
3184,andrade m.g.,1
3185,de lima marquezino f.,1
3186,figueiredo d.r.,1
3187,moura a.l.,1
3188,pereira a.f.,1
3189,carvalho j.f.,1
3190,de oliveira i.,1
3191,dos santos p.v.,1
3192,varandas a.j.c.,1
3193,pérez del valle c.,1
3194,de castro j.s.,1
3195,silva d.,1
3196,di filippo j.i.,1
3197,cavasotto c.n.,1
3198,white a.j.,1
3199,gessler f.,1
3200,laborde w.r.,1
3201,hernandez j.n.,1
3202,si x.,1
3203,dupertuis m.-a.,1
3204,macris n.,1
3205,valdés a.,1
3206,de souza r.r.,1
3207,piqueira j.r.c.,1
3208,govind n.,1
3209,vieira l.l.a.,1
3210,ruiz s.v.d.,1
3211,minga b.f.a.,1
3212,soto j.d.c.,1
3213,zambrano e.f.m.,1
3214,de araujo i.c.s.,1
3215,camponogara a.,1
3216,almeida a.a.a.d.,1
3217,alvarez-ramírez f.,1
3218,ruiz-morales y.,1
3219,silva f.t.,1
3220,rocha-santos a.,1
3221,firme c.l.,1
3222,batista rosa silva j.,1
3223,candeias f.s.,1
3224,da silva s.c.,1
3225,vicentini f.c.,1
3226,assumpção m.h.m.t.,1
3227,timmers l.f.s.m.,1
3228,caceres r.a.,1
3229,de souza o.n.,1
3230,field m.j.,1
3231,da silva j.r.,1
3232,teixeira v.e.,1
3233,touil a.,1
3234,manjarres garcia a.,1
3235,osorio quero c.,1
3236,rangel-magdaleno j.,1
3237,martinez-carranza j.,1
3238,durini romero d.,1
3239,lima neto j.x.,1
3240,bezerra k.s.,1
3241,barbosa e.d.,1
3242,manzoni v.,1
3243,filho a.h.s.,1
3244,freitas m.p.,1
3245,de souza l.a.,1
3246,joshi n.,1
3247,anjos i.c.,1
3248,belchior j.c.,1
3249,matera j.m.,1
3250,errico l.a.,1
3251,gil rebaza a.v.,1
3252,fernandez v.i.,1
3253,lamas c.a.,1
3254,gupta c.,1
3255,jain a.,1
3256,lópez-sandoval d.,1
3257,martins f.a.,1
3258,cobos-lozada c.-a.,1
3259,"pliego j.r., jr.",1
3260,riveros j.m.,1
3261,hu c.-k.,1
3262,cui j.-m.,1
3263,huang y.-f.,1
3264,soares-pinto d.o.,1
3265,li c.-f.,1
3266,guo g.-c.,1
3267,bosch s.,1
3268,chan c.l.,1
3269,casati r.,1
3270,schwaller n.,1
3271,salum j.m.,1
3272,scoccola c.g.,1
3273,supanitsky a.d.,1
3274,tomasi m.,1
3275,vigano d.,1
3276,wright m.,1
3277,cação r.,1
3278,cortez l.,1
3279,de farias i.,1
3280,kozyreff e.,1
3281,policarpo r.c.,1
3282,nery a.s.,1
3283,albuquerque r.d.o.,1
3284,samaniego-rojas j.d.,1
3285,hernández-segura l.-i.,1
